genus,alley_tree,sponsorship,height,trunk_circumference,crown_diameter
Birch,0,0,8.0,0.7226,3.0
Birch,0,0,4.0,0.6597,3.0
abies,0,0,7.0,0.5027,2.0
carpinus,0,0,6.0,0.8168000000000001,8.7
Maple,0,0,7.0,1.66,4.0
Maple,0,0,12.0,1.64,7.0
Lime,0,0,11.0,1.7279,5.5
carpinus,0,0,18.0,1.85,12.0
carpinus,0,0,9.0,0.754,5.0
cedrus,0,0,15.0,0.8168000000000001,5.0
Birch,0,0,9.0,1.0367,9.0
Poplar,0,0,15.0,0.5969,4.0
carpinus,0,0,9.0,0.754,5.0
Lime,1,0,8.0,0.5969,3.0
cedrus,0,0,16.0,1.2566,8.0
cedrus,0,0,16.0,1.2566,8.0
Birch,0,0,5.0,0.7226,5.0
Birch,0,0,7.0,0.8168000000000001,6.0
Birch,0,0,7.0,0.6754000000000001,4.0
Birch,0,0,8.5,0.7226,6.0
Birch,0,0,4.0,0.1257,0.7
platanus,0,0,13.0,1.0996,9.0
Maple,0,0,22.0,1.57,6.0
Oak,0,0,24.5,3.33,2.0
crataegus,0,0,5.0,0.4084,6.0
crataegus,0,0,4.0,0.4084,3.0
crataegus,0,0,5.0,0.4084,4.0
Maple,0,0,8.0,0.6912,6.0
crataegus,0,0,6.0,0.5341,7.0
crataegus,0,0,5.0,0.3456,6.0
Birch,0,0,14.0,0.8482,6.0
crataegus,0,0,8.0,0.5027,8.0
Lime,0,0,17.0,1.7,3.0
crataegus,0,0,5.0,0.4397999999999999,5.0
Lime,1,0,22.65,3.0,1.0
Maple,0,0,12.0,0.6283,9.0
Maple,0,0,16.0,1.2252,8.0
Maple,0,0,13.0,1.3509,8.0
Lime,0,0,9.0,0.6283,3.0
Maple,0,0,5.0,0.24,1.2
Maple,0,0,4.5,0.2,1.0
Maple,0,0,4.5,0.2,1.0
Maple,0,0,5.0,0.2,1.0
Maple,0,0,4.5,0.2,0.8
Maple,0,0,5.0,0.24,1.2
Maple,0,0,5.0,0.24,1.2
Maple,0,0,5.0,0.24,1.2
Maple,0,0,6.0,0.28,2.0
Maple,0,0,6.0,0.33,2.0
Willow,0,0,17.0,3.8327,2.0
Birch,0,0,21.0,1.4137,9.0
aesculus,0,0,18.0,1.74,12.0
Maple,0,0,15.0,0.6912,12.0
Maple,0,0,7.0,0.57,4.0
alnus,0,0,15.0,0.95,1.0
Maple,0,0,21.0,1.665,12.0
Maple,0,0,10.0,0.7,6.3
Lime,1,0,12.0,1.43,3.0
paulownia,0,0,5.0,0.18,1.0
malus,0,0,8.0,0.7854000000000001,7.0
Maple,1,0,9.0,0.45,5.0
Maple,0,0,6.0,0.6912,4.0
Maple,1,0,8.5,0.63,6.0
Maple,0,0,10.0,0.8,5.0
Birch,0,0,4.0,0.2,1.0
Ash,0,0,7.5,0.4397999999999999,2.0
Cherry,0,0,7.0,1.0053,8.0
Maple,0,0,7.0,0.56,4.0
Maple,0,0,10.0,0.74,5.0
Maple,1,0,6.0,0.29,2.5
Maple,1,0,10.0,0.52,5.5
Maple,1,0,7.5,0.42,4.0
Maple,1,0,7.5,0.55,4.0
Maple,1,0,8.25,0.44,4.0
Maple,1,0,7.0,0.35,4.0
Lime,0,0,13.0,1.2,6.4
Maple,1,0,8.5,0.59,5.0
Oak,1,0,30.0,2.8588,2.0
Maple,1,0,8.5,0.5,3.5
Maple,1,0,8.0,0.44,3.5
Birch,0,0,4.0,0.18,1.0
Maple,1,0,7.5,0.42,4.0
Maple,1,0,7.5,0.4,2.5
Maple,1,0,7.5,0.35,2.0
Maple,1,0,8.0,0.36,2.0
Maple,1,0,8.5,0.48,4.0
Maple,1,0,7.5,0.4,3.0
Maple,1,0,8.5,0.46,3.5
Maple,1,0,7.0,0.32,2.0
Maple,0,0,7.0,0.8795999999999999,4.0
Maple,0,0,6.0,0.7854000000000001,3.5
Maple,0,0,6.0,0.7854000000000001,4.0
Maple,0,0,7.0,0.2985,3.0
Birch,0,0,18.0,1.0367,6.0
Maple,0,0,6.0,0.5,4.0
Maple,0,0,7.5,0.32,3.0
Maple,0,0,7.0,0.35,4.0
Maple,0,0,6.5,0.3,3.0
Maple,0,0,6.0,0.28,1.5
Maple,0,0,6.5,0.26,2.0
Maple,0,0,6.5,0.25,2.0
Maple,0,0,7.0,0.31,3.0
Maple,0,0,4.5,0.24,3.0
Maple,0,0,5.0,0.2512999999999999,1.3
Maple,0,0,4.5,0.23,1.0
Maple,0,0,5.0,0.2,1.0
Maple,0,0,6.0,0.2198999999999999,1.0
Maple,0,0,5.0,0.2198999999999999,1.2
Maple,0,0,6.0,0.2512999999999999,2.0
Maple,0,0,6.5,0.2827,1.4
Maple,0,0,6.0,0.2512999999999999,1.3
Maple,0,0,6.0,0.2827,1.4
Maple,0,0,6.0,0.2198999999999999,1.3
Maple,0,0,8.0,0.7854000000000001,4.0
Maple,0,0,8.0,0.7854000000000001,4.0
Maple,0,0,8.0,0.6283,4.0
Maple,0,0,7.0,0.6283,3.0
Maple,0,0,6.5,0.7854000000000001,3.0
Maple,0,0,5.0,0.3142,4.0
Maple,0,0,6.0,0.6283,3.7
Maple,0,0,6.0,0.6283,3.0
Maple,0,0,6.0,0.6283,3.0
Maple,0,0,6.0,0.6283,3.0
Maple,0,0,6.0,0.6283,3.0
Maple,0,0,6.0,0.6283,3.0
Maple,0,0,8.0,0.6283,4.0
abies,0,0,30.0,2.5133,8.0
Birch,0,0,5.0,0.9111,4.0
Birch,0,0,5.0,1.3195,5.0
crataegus,0,0,4.0,0.4711999999999999,4.0
Birch,0,0,6.0,0.2512999999999999,2.0
Birch,0,0,7.0,0.2827,2.0
Maple,0,0,6.0,0.1885,2.0
Maple,0,0,6.0,0.2198999999999999,2.0
Birch,0,0,7.0,0.2198999999999999,1.0
Maple,0,0,6.5,0.1885,2.0
Maple,0,0,6.0,0.2198999999999999,2.0
Maple,0,0,5.0,0.1571,0.8
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Birch,0,0,7.0,0.2198999999999999,1.5
Birch,0,0,7.0,0.2198999999999999,1.5
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,2.0
Maple,0,0,6.0,0.2512999999999999,3.0
Maple,0,0,6.0,0.2512999999999999,3.0
abies,0,0,7.0,1.0053,6.0
Maple,0,0,8.0,0.6912,6.0
Maple,0,0,4.5,0.1885,1.0
crataegus,0,0,8.0,1.2566,9.0
crataegus,0,0,5.0,0.3142,2.0
crataegus,0,0,5.0,0.3456,3.0
crataegus,0,0,5.0,0.22,2.4
crataegus,1,0,4.5,0.22,1.5
crataegus,1,0,4.0,0.22,1.5
crataegus,0,0,5.0,0.22,2.0
crataegus,0,0,6.0,0.2,1.0
crataegus,0,0,4.0,0.2,1.3
crataegus,0,0,6.0,0.2,1.0
crataegus,0,0,7.0,0.9425,4.5
Maple,0,0,6.5,0.1885,1.5
Maple,0,0,6.9,0.1885,1.5
Maple,0,0,6.0,0.1885,1.5
Maple,0,0,6.5,0.2198999999999999,1.8
Maple,0,0,5.0,0.1885,1.9
Maple,0,0,5.5,0.2198999999999999,1.6
Maple,0,0,6.5,0.2198999999999999,2.0
Maple,0,0,6.0,0.2198999999999999,2.0
Maple,0,0,5.0,0.2198999999999999,1.8
Maple,0,0,5.3,0.2198999999999999,1.5
Maple,0,0,5.5,0.2198999999999999,2.0
Maple,0,0,9.0,1.0996,5.0
crataegus,1,0,4.0,0.2198999999999999,2.0
crataegus,1,0,4.0,0.2198999999999999,2.0
robinia,0,0,10.0,1.0681,5.0
picea,0,0,14.0,0.74,3.5
crataegus,1,0,5.0,0.3142,2.0
Ash,0,0,14.0,1.81,2.0
crataegus,1,0,5.0,0.2198999999999999,1.4
crataegus,1,0,5.0,0.2512999999999999,2.0
crataegus,1,0,3.0,0.2198999999999999,2.2
crataegus,1,0,4.0,0.3456,2.0
crataegus,0,0,8.0,0.8,6.8
crataegus,1,0,5.0,0.3142,2.0
crataegus,1,0,4.0,0.2827,2.0
crataegus,1,0,5.0,0.377,2.0
Maple,0,0,7.0,0.4084,4.0
crataegus,1,0,4.0,0.2512999999999999,2.0
Maple,0,0,8.0,0.6912,6.0
crataegus,1,0,5.0,0.2827,2.0
crataegus,1,0,4.0,0.2512999999999999,2.0
crataegus,1,0,5.0,0.2198999999999999,2.0
crataegus,1,0,5.0,0.2512999999999999,2.0
crataegus,1,0,4.0,0.2512999999999999,2.0
crataegus,1,0,5.0,0.3142,2.0
crataegus,1,0,4.0,0.3142,2.0
crataegus,1,0,5.0,0.2198999999999999,2.0
crataegus,1,0,5.0,0.2512999999999999,2.0
crataegus,1,0,5.0,0.2827,2.0
crataegus,1,0,5.0,0.2512999999999999,2.2
Willow,0,0,17.0,0.7854000000000001,3.1500000000000004
crataegus,1,0,4.0,0.3142,2.2
crataegus,1,0,5.0,0.2827,2.3
crataegus,1,0,5.0,0.3142,2.0
crataegus,1,0,5.0,0.3142,2.1
crataegus,1,0,5.0,0.2512999999999999,2.0
crataegus,1,0,5.0,0.2198999999999999,2.0
crataegus,1,0,5.0,0.377,2.0
crataegus,1,0,5.0,0.2827,2.0
crataegus,1,0,4.0,0.2827,2.5
crataegus,1,0,5.0,0.2512999999999999,2.0
Birch,0,0,22.0,1.3195,7.0
crataegus,1,0,4.0,0.2198999999999999,2.0
thuja,0,0,8.0,0.5969,3.0
crataegus,1,0,5.0,0.2198999999999999,2.0
crataegus,1,0,5.0,0.2512999999999999,2.0
crataegus,1,0,5.0,0.2198999999999999,2.0
crataegus,1,0,4.0,0.2198999999999999,2.0
crataegus,1,0,5.0,0.377,2.0
crataegus,1,0,5.0,0.2512999999999999,2.1
Willow,0,0,13.0,0.96,3.1500000000000004
alnus,0,0,13.0,0.89,1.0
crataegus,1,0,5.0,0.2827,2.1
Maple,0,0,10.0,0.7854000000000001,5.0
Birch,0,0,17.0,0.8482,5.0
crataegus,1,0,4.0,0.2198999999999999,2.0
crataegus,1,0,5.0,0.3142,2.4
crataegus,1,0,5.0,0.2198999999999999,2.0
crataegus,1,0,4.0,0.2827,2.0
Maple,0,0,8.0,0.73,5.7
crataegus,1,0,4.0,0.2512999999999999,2.0
crataegus,1,0,4.0,0.1885,2.0
crataegus,0,0,7.0,0.9425,7.5
crataegus,0,0,3.5,0.66,7.0
crataegus,0,0,4.0,0.3142,2.2
crataegus,0,0,4.0,0.3456,2.2
crataegus,0,0,4.0,0.22,2.4
crataegus,0,0,4.5,0.22,2.3
crataegus,0,0,4.5,0.22,1.5
crataegus,0,0,4.0,0.22,1.9
crataegus,0,0,4.5,0.22,2.0
gleditsia,0,0,5.0,0.1885,1.5
crataegus,0,0,9.0,1.0996,8.0
gleditsia,0,0,5.0,0.2512999999999999,1.5
Birch,0,0,16.0,0.84,1.0
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.5,0.2512999999999999,2.8
gleditsia,0,0,5.0,0.1885,1.0
gleditsia,0,0,5.0,0.1885,1.4
gleditsia,0,0,5.5,0.2198999999999999,1.2
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.1885,1.2
gleditsia,0,0,5.0,0.1885,1.3
gleditsia,0,0,5.0,0.1571,1.0
gleditsia,0,0,5.0,0.2198999999999999,1.5
gleditsia,0,0,5.0,0.1885,1.6
gleditsia,0,0,5.0,0.1571,1.2
gleditsia,0,0,5.0,0.1571,1.8
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.1885,1.5
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.0,0.2512999999999999,2.0
gleditsia,0,0,5.0,0.2512999999999999,1.5
gleditsia,0,0,5.0,0.1885,1.5
malus,0,0,3.5,0.1885,1.0
ginkgo,1,0,6.0,0.3142,2.0
ginkgo,1,0,6.0,0.4084,1.3
ginkgo,1,0,5.5,0.2827,1.5
Ash,0,0,9.5,0.71,6.0
Ash,0,0,9.0,0.57,5.0
Ash,0,0,8.0,0.63,4.0
Ash,0,0,10.5,0.77,6.0
Ash,1,0,8.0,0.4711999999999999,5.0
Ash,1,0,8.0,0.5655,5.0
ginkgo,1,0,6.0,0.2827,2.0
malus,0,0,8.0,1.53,7.8
ginkgo,1,0,6.0,0.377,2.1
ginkgo,1,0,6.0,0.3456,1.7
ginkgo,1,0,7.0,0.3456,1.8
ginkgo,1,0,7.0,0.4397999999999999,2.0
ginkgo,1,0,6.0,0.3142,2.1
Poplar,0,0,6.0,0.4711999999999999,4.0
ginkgo,1,0,7.0,0.377,2.1
ginkgo,1,0,7.0,0.4711999999999999,2.25
ginkgo,1,0,6.0,0.3142,1.5
ginkgo,1,0,7.0,0.4711999999999999,2.0
Maple,0,0,8.0,0.6912,6.0
ginkgo,1,0,7.0,0.4397999999999999,2.0
Poplar,0,0,17.0,1.22,3.2
Ash,0,0,7.5,0.52,4.0
ginkgo,0,0,6.0,0.3142,2.0
ginkgo,0,0,7.0,0.3142,2.0
Cherry,0,0,6.0,0.2,1.0
ginkgo,0,0,15.0,2.51,4.0
juglans,0,0,5.0,0.2198999999999999,1.5
ginkgo,0,0,10.0,0.5027,5.0
ginkgo,1,0,6.0,0.377,2.0
ginkgo,1,0,7.0,0.4397999999999999,1.8
ginkgo,1,0,7.0,0.4397999999999999,2.0
ginkgo,1,0,6.0,0.4711999999999999,2.0
ginkgo,1,0,7.0,0.4397999999999999,2.0
Beech,0,0,5.0,0.2827,4.0
juglans,0,0,10.0,0.8482,1.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,7.0,0.4711999999999999,5.0
ginkgo,1,0,7.5,0.4397999999999999,2.0
ginkgo,1,0,7.5,0.4711999999999999,2.0
Ash,0,0,6.0,0.2,1.0
juglans,0,0,9.0,1.3509,1.0
ilex,0,0,7.0,0.5341,3.0
ilex,0,0,6.0,0.4084,2.0
juglans,0,0,5.0,0.9739,1.0
Beech,0,0,10.0,0.55,4.0
juglans,0,0,8.0,1.3509,1.0
ginkgo,1,0,8.0,0.5655,3.0
ginkgo,1,0,6.0,0.2827,2.0
ginkgo,1,0,5.0,0.2512999999999999,2.0
ginkgo,1,0,4.0,0.2827,3.0
ginkgo,1,0,7.5,0.5027,4.0
ginkgo,1,0,7.0,0.4084,4.0
ginkgo,1,0,7.5,0.3456,2.0
ginkgo,1,0,8.0,0.4711999999999999,4.0
ginkgo,1,0,7.0,0.2827,3.0
ginkgo,1,0,6.0,0.4084,3.0
ginkgo,1,0,6.0,0.377,3.0
ginkgo,1,0,6.0,0.2827,2.0
ginkgo,1,0,5.0,0.2198999999999999,1.5
ginkgo,1,0,5.0,0.2512999999999999,1.5
ginkgo,1,0,6.0,0.377,4.0
ginkgo,1,0,5.0,0.2198999999999999,1.0
crataegus,0,0,5.0,0.2,1.6
ginkgo,1,0,6.5,0.3142,2.5
ginkgo,1,0,6.0,0.3142,2.0
juglans,0,0,7.0,0.6597,1.0
liquidambar,0,0,5.0,0.2198999999999999,1.5
liquidambar,0,0,4.5,0.2512999999999999,0.5
liquidambar,0,0,5.0,0.2512999999999999,0.5
juglans,0,0,7.0,0.47,1.0
Cherry,0,0,4.0,0.5027,3.5
Birch,0,0,22.0,2.4504,5.0
Lime,0,0,17.0,1.66,3.0
ilex,0,0,7.0,0.5027,4.0
Oak,0,0,7.0,1.82,2.0
juglans,0,0,9.0,0.6597,1.0
juglans,0,0,7.0,1.3195,1.0
ginkgo,1,0,7.5,0.4711999999999999,4.0
Poplar,0,0,17.0,1.22,3.2
ginkgo,1,0,5.5,0.2827,1.8
ginkgo,0,0,6.0,0.35,1.0
ginkgo,1,0,6.0,0.4397999999999999,2.0
ginkgo,1,0,6.0,0.4084,2.0
ginkgo,1,0,8.0,0.4397999999999999,2.2
ginkgo,1,0,6.0,0.3456,2.5
ginkgo,1,0,6.0,0.3456,2.0
ginkgo,1,0,8.0,0.5655,2.0
ginkgo,0,0,2.0,0.2512999999999999,4.0
juglans,0,0,17.0,1.3195,10.0
juglans,0,0,18.0,1.3509,11.0
ginkgo,0,0,8.0,0.29,4.4
ginkgo,0,0,12.0,2.5133,8.0
ginkgo,0,0,4.0,0.17,1.3
ginkgo,1,0,7.0,0.5027,2.0
ginkgo,1,0,7.0,0.377,2.0
ginkgo,1,0,6.0,0.377,2.0
ginkgo,1,0,6.0,0.4397999999999999,1.35
ginkgo,1,0,6.0,0.377,1.4
ginkgo,1,0,6.0,0.3142,1.6
ginkgo,1,0,6.0,0.3456,1.15
ginkgo,1,0,7.0,0.4397999999999999,2.0
ginkgo,1,0,7.0,0.3456,2.1
Lime,0,0,9.0,0.6283,3.0
ginkgo,0,0,18.0,1.9478,6.0
ginkgo,0,0,5.0,0.3456,3.0
ginkgo,0,0,10.0,0.6597,6.0
ginkgo,0,0,11.0,0.9739,6.0
ginkgo,0,0,8.0,0.4711999999999999,3.0
juglans,0,0,7.0,0.3456,3.5
juglans,0,0,4.0,0.2,1.0
ginkgo,0,0,11.0,0.754,6.0
juglans,0,0,5.0,0.2198999999999999,1.0
Maple,0,0,7.0,0.2512999999999999,1.5
Ash,1,0,4.5,0.5341,5.0
Cherry,0,0,4.0,0.5027,3.0
juglans,0,0,12.5,1.2881,1.0
juglans,0,0,3.5,0.2827,1.0
juglans,0,0,5.0,0.2512999999999999,1.0
ilex,0,0,11.0,0.5341,3.0
ilex,0,0,5.0,0.5341,1.0
juglans,0,0,5.0,0.5027,1.0
juglans,0,0,10.0,1.1938,1.0
ilex,0,0,5.0,0.5655,4.0
juglans,0,0,7.5,0.6283,1.0
larix,0,0,25.0,2.1991,1.0
juglans,0,0,5.0,0.3456,1.0
juglans,0,0,10.0,0.9739,1.0
Maple,0,0,4.5,0.377,5.0
juglans,0,0,5.0,0.1885,1.0
juglans,0,0,5.0,0.2198999999999999,1.2
juglans,0,0,4.5,0.1885,1.0
juglans,0,0,4.5,0.1885,1.0
juglans,0,0,6.0,0.5341,1.0
juglans,0,0,12.0,1.4137,1.0
juglans,0,0,8.0,1.0996,1.0
juglans,0,0,6.0,0.5969,1.0
juglans,0,0,20.0,0.9,1.0
gleditsia,0,0,11.0,0.9,7.9
Maple,0,0,6.0,0.3142,3.0
Oak,1,0,29.0,2.5447,2.0
juglans,0,0,7.0,0.7854000000000001,1.0
ilex,0,0,13.0,0.72,4.0
juglans,0,0,5.0,0.4397999999999999,1.0
Oak,0,0,31.0,2.07,2.0
Cherry,0,0,10.0,0.7854000000000001,1.0
juglans,0,0,9.0,0.7226,1.0
juglans,0,0,8.0,0.5341,1.0
Maple,0,0,7.0,0.2,1.5
Maple,1,0,8.0,0.6283,6.0
juglans,0,0,11.0,1.131,1.0
Maple,0,0,14.0,1.49,9.0
juglans,0,0,7.0,0.754,1.0
juglans,0,0,6.0,0.9739,1.0
gleditsia,0,0,9.0,0.754,2.5
gleditsia,0,0,10.0,0.8795999999999999,3.0
gleditsia,0,0,10.0,0.754,3.0
gleditsia,0,0,11.0,0.8168000000000001,3.0
gleditsia,0,0,8.0,0.4711999999999999,2.0
gleditsia,0,0,11.0,0.8168000000000001,3.5
gleditsia,0,0,11.0,0.8168000000000001,4.0
Ash,0,0,3.0,0.18,1.0
juglans,0,0,7.0,0.377,1.0
juglans,0,0,11.0,0.8482,1.0
juglans,0,0,7.0,0.754,1.0
juglans,0,0,6.0,1.0053,1.0
juglans,0,0,5.0,0.8795999999999999,1.0
juglans,0,0,6.0,0.7226,1.0
gleditsia,0,0,4.0,0.4084,2.0
Willow,0,0,10.0,0.9425,3.1500000000000004
Maple,0,0,7.5,0.6912,3.5
Lime,1,0,18.0,1.5708000000000002,3.0
Ash,1,0,7.5,0.5655,5.5
Ash,0,0,6.0,0.2,4.0
Beech,0,0,23.0,4.54,20.0
Beech,0,0,22.0,3.85,19.0
malus,0,0,6.0,0.9425,6.0
Beech,0,0,30.0,3.173,25.0
laburnum,0,0,4.0,0.14,0.6
Ash,0,0,10.0,0.2512999999999999,2.0
Ash,0,0,8.0,0.2512999999999999,1.2
Lime,1,0,9.0,0.5969,3.0
Ash,0,0,8.0,0.1885,1.2
Beech,0,0,16.0,1.0996,10.0
Beech,0,0,16.0,1.3823,11.0
Beech,0,0,21.0,1.4765,12.0
Ash,0,0,13.0,1.3195,11.0
Beech,0,0,9.0,0.9425,5.0
malus,0,0,10.0,1.4137,8.0
malus,0,0,7.0,0.75,3.0
malus,0,0,7.0,0.7854000000000001,7.0
malus,0,0,8.0,0.7854000000000001,7.0
Ash,0,0,9.0,2.1991,4.1
Ash,1,0,4.5,0.22,0.9
Willow,0,0,7.0,0.5655,3.0
Ash,0,0,10.5,0.62,4.0
Ash,1,0,4.5,0.22,1.2
Ash,1,0,6.5,0.3,2.0
Ash,0,0,10.5,0.89,6.5
Ash,0,0,9.0,0.68,5.0
Ash,0,0,9.0,0.53,4.0
Ash,0,0,10.0,0.65,5.0
Ash,1,0,7.0,0.4084,4.0
Maple,0,0,8.0,0.6912,6.0
Ash,1,0,7.5,0.4711999999999999,5.0
Ash,1,0,7.5,0.5341,5.0
Ash,1,0,7.5,0.5027,5.0
Ash,1,0,7.0,0.5655,5.0
Ash,1,0,7.5,0.5341,5.0
Ash,1,0,7.5,0.377,4.0
Ash,1,0,7.5,0.4711999999999999,5.0
Ash,1,0,7.5,0.4711999999999999,5.0
Ash,1,0,7.5,0.5027,5.0
Ash,1,0,7.5,0.4397999999999999,5.0
Ash,1,0,7.5,0.4711999999999999,4.0
Ash,1,0,7.5,0.4397999999999999,4.0
Ash,1,0,7.5,0.5027,4.0
Ash,1,0,4.5,0.28,3.0
Ash,1,0,8.0,0.5969,5.0
Ash,1,0,7.5,0.5341,5.0
Ash,1,0,7.5,0.4711999999999999,4.0
Ash,1,0,8.0,0.5341,5.0
Ash,1,0,7.5,0.5341,5.0
Ash,1,0,8.0,0.5341,5.0
Ash,1,0,8.0,0.4711999999999999,5.0
Ash,1,0,8.0,0.4397999999999999,5.0
Ash,1,0,8.0,0.5341,5.0
Ash,1,0,8.0,0.4397999999999999,5.0
pyrus,1,0,7.0,0.4397999999999999,2.5
Ash,1,0,8.0,0.5341,5.0
Ash,1,0,8.0,0.4711999999999999,5.0
Ash,1,0,8.0,0.5655,5.0
Ash,1,0,8.0,0.5969,5.0
Ash,1,0,7.5,0.5184000000000001,5.0
Ash,1,0,7.5,0.5341,5.0
Ash,1,0,8.0,0.5027,5.0
Ash,1,0,7.5,0.4084,5.0
Ash,1,0,7.5,0.5027,6.0
Ash,1,0,7.5,0.4711999999999999,4.5
Ash,1,0,6.5,0.4711999999999999,4.0
Ash,1,0,7.0,0.5027,5.0
Ash,1,0,7.5,0.5655,5.0
Ash,0,0,7.0,0.6283,5.0
Ash,0,0,7.3,0.6283,5.0
Ash,0,0,8.0,0.4084,3.3
Ash,0,0,8.0,0.4711999999999999,4.0
Ash,0,0,11.0,0.6,8.0
Ash,0,0,9.0,0.62,6.0
Ash,1,0,4.5,0.22,1.1
Ash,1,0,5.0,0.22,1.2
Ash,1,0,5.0,0.22,1.1
Ash,1,0,5.0,0.22,1.2
Ash,1,0,5.0,0.22,0.9
Maple,0,0,21.0,1.11,7.5
Ash,1,0,4.5,0.22,1.4
Ash,1,0,5.0,0.22,0.9
Maple,1,0,8.0,0.8168000000000001,5.0
Ash,1,0,5.0,0.22,0.9
Ash,1,0,4.5,0.22,1.3
Ash,1,0,4.5,0.22,1.5
Ash,1,0,4.5,0.22,1.2
Ash,1,0,4.5,0.22,1.1
Ash,0,0,8.5,0.74,5.5
Ash,0,0,10.0,0.69,5.0
Ash,0,0,7.0,0.47,3.0
Ash,0,0,9.0,0.6,5.5
Ash,0,0,9.0,0.55,4.0
Ash,0,0,8.0,0.49,4.5
Ash,0,0,10.0,0.85,7.0
Ash,0,0,10.5,0.74,6.0
Ash,0,0,9.0,0.75,6.0
Ash,0,0,9.0,0.72,5.5
Ash,0,0,9.5,0.76,4.5
Ash,0,0,8.5,0.82,5.0
Ash,0,0,10.0,0.63,4.0
Ash,0,0,8.5,0.63,4.5
Ash,0,0,8.0,0.55,4.0
Ash,0,0,7.25,0.43,2.5
Ash,0,0,10.0,0.74,6.0
Ash,0,0,7.5,0.63,4.0
Ash,0,0,7.5,0.53,3.0
Ash,0,0,9.5,0.54,4.0
Ash,0,0,7.5,0.53,3.5
Ash,0,0,9.0,0.89,6.0
Ash,0,0,9.5,0.55,5.0
Ash,0,0,10.0,1.01,7.0
Ash,0,0,9.0,0.59,4.0
Ash,0,0,10.0,0.89,7.0
Ash,0,0,10.0,0.74,6.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
Ash,1,0,6.5,0.3,2.0
picea,0,0,9.0,0.5341,2.0
Cherry,0,0,5.0,0.3142,1.0
aesculus,0,0,15.0,1.1938,1.5
Willow,0,0,17.0,2.042,3.1500000000000004
ulmus,0,0,9.0,1.2566,1.0
picea,0,0,6.0,0.4711999999999999,4.0
metasequoia,0,0,19.0,2.31,9.0
malus,0,0,3.0,0.4711999999999999,3.0
