genus,alley_tree,sponsorship,height,trunk_circumference,crown_diameter
carpinus,0,0,9.0,1.2881,1.5
Oak,0,0,7.0,0.5027,2.0
Oak,0,0,8.0,1.0681,2.0
corylus,1,0,7.0,0.5969,4.0
pinus,0,0,24.0,1.4450999999999998,1.0
Oak,0,0,14.0,1.9478,2.0
Oak,0,0,16.0,1.4450999999999998,2.0
Oak,0,0,16.0,1.3823,2.0
Oak,0,0,13.0,0.8482,2.0
Oak,0,0,15.0,1.131,2.0
Oak,0,0,16.0,1.2881,2.0
malus,0,0,6.0,0.18,1.0
Oak,0,0,15.0,1.0053,2.0
Oak,0,0,13.0,1.4765,2.0
Oak,0,0,9.0,1.131,2.0
Oak,0,0,16.0,1.8535,2.0
Oak,0,0,15.0,1.9792,2.0
Oak,0,0,16.0,1.9478,2.0
Oak,0,0,16.0,1.508,2.0
Oak,0,0,16.0,1.6965,2.0
Oak,0,0,16.0,1.8221,2.0
Oak,0,0,15.0,2.0106,2.0
Oak,0,0,14.0,2.0106,2.0
Oak,0,0,13.0,2.419,2.0
Oak,0,0,13.0,2.1363,2.0
Oak,1,0,10.0,0.86,6.0
Oak,0,0,15.0,1.9792,2.0
Oak,0,0,16.0,2.2934,2.0
Oak,0,0,16.0,1.9792,2.0
Oak,0,0,16.0,1.4765,2.0
Maple,0,0,12.0,0.91,6.0
Oak,0,0,16.0,1.7593,2.0
Oak,0,0,16.0,2.0106,2.0
Oak,0,0,17.0,1.665,2.0
Oak,0,0,16.0,1.9792,2.0
Oak,0,0,8.0,0.9111,2.0
Oak,0,0,15.0,1.9164,2.0
Oak,0,0,16.0,1.6336000000000002,2.0
Oak,0,0,16.0,2.6389,2.0
alnus,0,0,11.0,1.0681,1.0
Birch,0,0,14.0,0.9111,6.0
Oak,0,0,9.0,1.0367,2.0
Birch,0,0,5.0,0.5341,2.0
alnus,0,0,14.0,0.9111,1.0
Oak,1,0,7.0,0.62,4.0
alnus,0,0,10.0,0.9425,1.0
Birch,0,0,12.0,1.0367,3.0
Oak,0,0,14.0,1.6022,2.0
Oak,0,0,18.0,1.6965,2.0
Oak,0,0,19.0,1.2881,2.0
Oak,0,0,19.0,1.2881,2.0
Oak,0,0,18.0,1.3823,2.0
Oak,0,0,18.0,1.3195,2.0
Oak,0,0,17.0,1.4137,2.0
Oak,0,0,19.0,1.4765,2.0
Oak,0,0,17.0,1.2252,2.0
Oak,0,0,19.0,2.7332,2.0
Oak,0,0,18.0,1.3823,2.0
Oak,0,0,18.0,1.6336000000000002,2.0
Oak,0,0,19.0,1.3509,2.0
Oak,0,0,18.0,1.3509,2.0
Oak,0,0,19.0,1.3509,2.0
Oak,0,0,17.0,1.1624,2.0
Oak,0,0,16.0,1.0681,2.0
Birch,0,0,12.0,1.1938,4.0
Oak,0,0,16.0,1.6965,2.0
Oak,0,0,14.0,1.8221,2.0
Oak,0,0,17.0,1.508,2.0
Oak,0,0,17.0,1.5394,2.0
Oak,0,0,18.0,2.1991,2.0
Oak,0,0,12.0,0.9739,2.0
Oak,0,0,14.0,1.0367,2.0
Lime,0,0,11.0,1.1624,5.0
gleditsia,0,0,5.0,0.1885,2.0
Lime,1,0,5.0,0.18,1.0
Cherry,0,0,4.0,0.4711999999999999,2.0
Maple,0,0,8.0,0.5655,3.0
Maple,0,0,7.0,0.7854000000000001,4.0
Maple,0,0,6.0,0.5969,3.0
Maple,0,0,6.0,0.7854000000000001,4.0
Maple,0,0,6.0,0.5655,2.0
Maple,0,0,7.0,0.7226,4.0
Maple,0,0,8.0,0.754,3.0
Maple,0,0,8.0,0.8168000000000001,5.0
Maple,0,0,9.0,0.6597,3.0
Maple,0,0,8.0,0.9739,6.0
Maple,0,0,6.0,0.4397999999999999,2.0
Maple,0,0,7.0,0.5655,3.0
Maple,0,0,8.0,0.5655,3.0
Maple,0,0,7.0,0.6912,5.0
Maple,0,0,7.0,0.5655,4.0
Maple,0,0,8.0,0.7854000000000001,4.0
Maple,0,0,8.0,0.9739,4.0
Maple,0,0,7.0,0.8795999999999999,5.0
Maple,0,0,7.0,0.9425,5.0
Maple,0,0,6.0,0.6283,3.0
Lime,0,0,6.0,0.6597,3.0
Birch,0,0,14.0,1.0053,5.0
Maple,0,0,8.0,0.7226,5.0
Maple,0,0,6.0,0.5655,3.0
crataegus,0,0,7.0,0.5027,2.5
Willow,0,0,14.0,1.0681,2.0
Willow,0,0,15.0,1.1938,2.0
Willow,0,0,9.0,0.6597,2.0
Willow,0,0,15.0,1.3509,2.0
Willow,0,0,10.0,0.5969,2.0
Willow,0,0,14.0,0.8168000000000001,2.0
Willow,0,0,16.0,1.0367,2.0
Willow,0,0,16.0,1.4137,2.0
Willow,0,0,11.0,0.5969,2.0
Willow,0,0,11.0,0.754,2.0
Willow,0,0,11.0,0.5969,2.5
Willow,0,0,14.0,1.0681,2.0
Willow,0,0,8.0,0.5341,2.0
Willow,0,0,14.0,0.754,2.0
Willow,0,0,14.0,1.0681,2.0
Willow,0,0,14.0,1.3509,2.0
Willow,0,0,16.0,1.0681,2.0
Willow,0,0,16.0,1.0681,2.0
Willow,0,0,14.0,0.9739,2.0
Willow,0,0,12.0,0.9111,2.0
Willow,0,0,12.0,0.8168000000000001,2.0
Willow,0,0,18.0,1.0681,2.0
Willow,0,0,16.0,1.0996,2.0
Willow,0,0,12.0,1.0996,2.0
Willow,0,0,13.0,0.8482,2.0
Willow,0,0,14.0,1.0681,2.0
Birch,0,0,11.0,0.6283,3.0
Willow,0,0,11.0,1.2881,2.0
alnus,0,0,6.0,1.0367,1.0
Birch,0,0,15.0,1.2881,6.0
Oak,0,0,12.0,1.131,2.0
Cherry,0,0,6.0,0.6597,4.0
Oak,0,0,8.0,0.7226,2.0
pyrus,0,0,11.0,1.0367,4.3
Lime,1,0,10.0,1.82,5.5
Beech,0,0,10.0,0.6597,2.5
carpinus,0,0,8.0,0.6283,1.5
picea,0,0,11.0,0.6597,1.0
picea,0,0,15.0,0.9739,1.0
carpinus,0,0,20.0,1.62,1.1
Birch,0,0,16.0,1.1624,5.0
Rowan,0,0,6.0,0.2,1.5
Birch,0,0,14.0,1.0681,5.0
picea,0,0,13.0,0.754,1.0
Ash,0,0,15.0,1.6965,10.0
Oak,0,0,15.0,2.2934,2.0
Ash,0,0,20.0,2.042,9.0
Ash,0,0,15.0,1.0681,7.0
Maple,1,0,7.0,0.6597,5.0
Ash,0,0,15.0,1.6022,9.0
Ash,0,0,7.0,1.4137,3.0
Oak,0,0,15.0,1.5394,2.0
alnus,0,0,8.0,0.6597,1.0
Willow,0,0,8.0,1.1938,2.0
Ash,0,0,13.0,1.0996,5.0
Ash,0,0,14.0,1.0053,5.0
Ash,0,0,15.0,1.1938,7.0
Lime,0,0,5.5,0.3142,1.7
Ash,0,0,8.0,0.8168000000000001,5.0
Oak,0,0,14.0,0.9739,2.0
Oak,0,0,15.0,2.3876,2.0
Ash,0,0,14.0,1.6965,5.0
Oak,0,0,8.0,1.0053,2.0
Oak,0,0,12.0,0.97695,2.2
Ash,0,0,14.0,1.7593,8.0
Ash,0,0,12.0,1.0681,5.0
Ash,0,0,14.0,1.1624,5.0
alnus,0,0,6.0,0.5027,1.0
Oak,0,0,9.0,1.0053,2.0
Ash,0,0,15.0,1.3509,8.0
carpinus,0,0,7.0,0.6597,1.5
Ash,0,0,7.0,2.6389,3.0
Willow,0,0,8.0,0.9111,2.0
Cherry,0,0,8.0,0.7226,1.0
Willow,0,0,7.0,0.6912,2.0
Lime,0,0,4.0,0.2,1.0
Maple,0,0,12.0,1.75,6.0
Lime,1,0,9.0,0.5027,4.0
Cherry,1,0,4.0,0.22,2.0
Birch,0,0,22.0,0.8482,5.0
Maple,0,0,26.0,1.3195,13.0
Lime,0,0,9.0,1.0053,1.0
Oak,0,0,6.0,0.2,2.0
Birch,0,0,11.0,1.4450999999999998,4.0
Maple,0,0,8.0,1.0681,5.0
Maple,0,0,8.0,0.4711999999999999,3.0
Cherry,0,0,6.0,0.8795999999999999,6.0
Maple,0,0,9.0,1.0996,6.0
Willow,0,0,8.0,0.7854000000000001,4.0
Willow,0,0,6.0,1.4137,3.1500000000000004
Cherry,0,0,6.0,0.8795999999999999,5.0
Lime,0,0,16.0,1.3195,1.0
Willow,0,0,10.0,1.0996,2.0
Willow,0,0,8.0,0.377,2.0
Poplar,0,0,13.0,1.7907,2.9
Ash,0,0,7.0,0.4084,3.0
Birch,0,0,9.0,0.8168000000000001,6.0
Lime,0,0,4.0,0.2,1.0
Willow,0,0,9.0,0.7854000000000001,2.0
Birch,0,0,10.0,0.8168000000000001,5.0
Cherry,0,0,7.0,0.7854000000000001,4.0
Birch,0,0,9.0,0.754,5.0
Birch,0,0,8.0,0.8795999999999999,4.0
Oak,0,0,12.0,0.97695,2.2
Oak,1,0,9.0,0.66,5.0
Birch,0,0,8.0,0.7226,4.0
Birch,0,0,15.0,1.1938,6.0
Willow,0,0,12.0,0.93,2.0
Birch,0,0,15.0,1.1938,5.0
Ash,0,0,5.0,0.18,1.0
Willow,0,0,10.0,1.0053,2.0
pyrus,0,0,1.5,0.425,2.75
Birch,0,0,18.0,1.0681,4.0
Birch,0,0,18.0,1.3823,6.0
Birch,0,0,20.0,1.1938,6.0
Birch,0,0,20.0,0.9739,4.0
Birch,0,0,20.0,1.3195,4.0
Birch,0,0,18.0,0.8482,3.0
Birch,0,0,19.0,1.1624,4.0
pinus,0,0,14.0,1.2252,1.0
Birch,0,0,18.0,0.7854000000000001,3.0
Birch,0,0,20.0,1.131,5.0
Lime,0,0,18.0,2.1049,10.0
Lime,0,0,18.0,1.885,5.5
Lime,0,0,18.0,1.7593,8.0
Lime,0,0,17.0,0.9739,9.0
Ash,0,0,15.0,1.0681,6.0
Ash,0,0,15.0,0.9739,6.0
Willow,0,0,12.0,1.1624,2.0
Ash,0,0,14.0,0.754,4.0
Willow,0,0,7.0,1.131,2.0
Willow,0,0,10.0,1.6965,2.0
Willow,0,0,10.0,1.0053,1.0
Willow,0,0,8.0,0.6597,1.0
Willow,0,0,9.0,1.3823,2.0
Willow,0,0,10.0,1.0681,2.0
Willow,0,0,14.0,1.1624,2.0
Willow,0,0,14.0,0.8482,2.0
Willow,0,0,15.0,0.8795999999999999,2.0
Willow,0,0,14.0,0.754,2.0
Willow,0,0,12.0,1.131,2.0
picea,0,0,11.0,0.8482,1.0
picea,0,0,5.0,0.5341,1.0
Birch,0,0,14.0,0.8482,5.0
Birch,0,0,5.0,0.754,2.0
picea,0,0,12.0,0.9739,1.0
Lime,0,0,15.0,1.5394,7.0
Birch,0,0,17.0,1.2881,7.0
Lime,0,0,16.0,1.6965,7.0
Lime,0,0,13.0,1.6965,7.0
Willow,0,0,16.0,1.5708000000000002,2.0
Willow,0,0,10.0,1.0367,2.0
Birch,0,0,11.0,0.6283,3.0
Birch,0,0,16.0,1.0681,5.0
Birch,0,0,17.0,1.2252,5.0
Cherry,0,0,4.0,0.5969,3.0
Rowan,0,0,3.0,0.4084,1.0
Rowan,0,0,3.0,0.2512999999999999,1.0
Rowan,0,0,3.0,0.4084,1.5
Rowan,0,0,3.5,0.377,1.0
Oak,0,0,18.0,1.38,2.0
Rowan,0,0,3.0,0.3142,1.0
Maple,0,0,5.0,0.4084,1.0
Lime,0,0,18.0,2.1363,7.0
Birch,0,0,18.0,1.4450999999999998,7.0
Lime,0,0,4.0,0.2827,1.0
thuja,0,0,6.0,0.6912,2.5
Lime,0,0,19.0,1.9792,8.0
Lime,0,0,21.0,2.3248,8.0
abies,0,0,8.0,0.6912,3.0
Birch,0,0,22.0,1.5708000000000002,7.0
Birch,0,0,22.0,1.1938,7.0
Willow,0,0,13.0,1.4137,3.1500000000000004
Birch,0,0,22.0,1.3195,5.0
Maple,0,0,19.0,0.9425,8.0
Birch,0,0,4.0,0.1885,1.0
Maple,0,0,16.0,1.0681,7.0
Maple,0,0,17.0,1.1624,6.0
Maple,0,0,12.0,0.5969,5.0
Oak,0,0,7.0,1.0053,3.0
Maple,0,0,12.0,0.5655,3.0
Lime,1,0,16.0,1.7279,3.0
Birch,0,0,13.0,0.9425,7.0
Ash,0,0,21.0,1.1938,11.0
ulmus,0,0,6.0,0.2,1.0
Ash,0,0,21.0,1.4137,7.0
Ash,0,0,21.0,1.6022,10.0
crataegus,0,0,5.2,0.4084,2.5
Oak,0,0,9.0,0.6597,2.0
Ash,0,0,20.0,1.1938,11.0
Ash,0,0,22.0,0.9739,10.0
Oak,0,0,21.0,1.3195,2.0
Ash,0,0,22.0,1.0367,11.0
Ash,0,0,22.0,1.1938,3.0
Maple,1,0,6.0,0.2,1.0
Oak,0,0,18.0,1.3509,2.0
Ash,0,0,19.0,1.0681,7.0
Ash,0,0,16.0,1.1624,8.0
Ash,0,0,5.0,0.18,1.0
Ash,0,0,19.0,1.2881,9.0
alnus,0,0,6.0,0.5027,1.0
Ash,0,0,21.0,1.7279,9.0
picea,0,0,9.0,0.9111,1.0
Birch,0,0,12.0,0.7226,3.0
Rowan,0,0,7.0,0.5027,3.5
Ash,0,0,5.0,0.18,1.0
Willow,0,0,10.0,0.9425,3.1500000000000004
Ash,0,0,21.0,1.131,11.0
ostrya,0,0,5.0,0.18,1.0
Maple,0,0,7.0,0.6597,3.0
Maple,0,0,12.0,0.9425,5.0
metasequoia,0,0,14.0,1.3195,5.0
pyrus,0,0,1.5,0.425,2.75
Birch,0,0,18.0,1.508,5.0
Poplar,0,0,17.0,1.131,2.9
Birch,0,0,15.0,0.8482,3.0
carpinus,0,0,8.0,0.377,1.1
Birch,0,0,6.0,0.5655,1.0
picea,0,0,13.0,1.0681,1.0
Cherry,0,0,5.0,0.5027,3.0
Cherry,0,0,5.0,0.7226,3.0
Birch,0,0,14.0,0.754,4.0
Birch,0,0,16.0,1.2252,5.0
Lime,0,0,5.0,0.18,1.0
picea,0,0,8.0,0.8168000000000001,1.0
Poplar,0,0,9.0,0.5969,1.3
Ash,0,0,5.0,0.3142,2.0
Poplar,0,0,7.0,0.377,2.0
carpinus,0,0,6.0,0.377,1.5
Poplar,0,0,23.0,1.3509,2.9
Poplar,0,0,23.0,1.7593,2.9
Lime,0,0,14.0,1.0681,8.7
Poplar,0,0,22.0,1.6022,2.9
Poplar,0,0,22.0,1.3195,2.9
pinus,0,0,14.0,1.3823,1.0
Poplar,0,0,16.0,1.1624,2.9
Poplar,0,0,19.0,1.0996,2.9
Poplar,0,0,23.0,1.1938,2.9
Ash,0,0,13.0,0.8482,4.0
Maple,0,0,8.4,1.2,8.4
Poplar,0,0,17.0,2.77,14.0
Ash,0,0,7.0,0.8482,3.5
Ash,0,0,6.0,0.18,1.0
Maple,0,0,5.0,0.18,1.0
Ash,0,0,14.0,1.4450999999999998,5.0
Oak,0,0,11.0,1.2252,2.0
Lime,0,0,17.0,2.042,6.0
Oak,0,0,15.0,1.7907,2.0
Ash,0,0,9.0,1.0053,5.0
Maple,0,0,8.0,1.0053,3.0
Maple,0,0,8.0,1.1938,3.0
Lime,0,0,9.0,0.7854000000000001,4.0
Lime,0,0,8.0,0.8168000000000001,4.0
Lime,0,0,9.0,1.0367,4.0
Lime,0,0,9.0,0.9111,5.0
ulmus,0,0,6.0,0.18,1.0
Lime,0,0,8.0,1.0367,5.0
Ash,0,0,7.0,0.4397999999999999,2.0
Willow,0,0,9.0,0.7854000000000001,1.0
alnus,0,0,3.0,1.6965,1.0
Lime,0,0,3.0,1.0681,1.0
alnus,0,0,4.0,1.0996,1.0
alnus,0,0,7.0,1.0681,1.0
Oak,0,0,12.0,1.2566,2.0
Lime,0,0,5.0,0.18,1.0
Birch,0,0,9.0,1.1624,6.0
Oak,0,0,8.0,0.9739,2.0
gleditsia,0,0,5.0,0.2512999999999999,2.5
Ash,0,0,5.0,0.18,1.0
Willow,0,0,14.0,1.4137,2.0
malus,0,0,6.0,0.18,1.0
Willow,0,0,14.0,1.2566,2.0
ostrya,0,0,5.0,0.18,1.0
Willow,0,0,12.0,1.1938,2.0
Lime,0,0,12.0,1.0681,1.0
alnus,0,0,14.0,1.508,1.0
Maple,0,0,6.0,0.18,1.0
carpinus,1,0,7.0,0.54,1.5
alnus,0,0,14.0,1.6965,1.0
Oak,0,0,5.0,0.8168000000000001,2.0
Birch,0,0,13.0,0.8168000000000001,3.5
alnus,0,0,6.0,0.18,1.0
carpinus,0,0,8.0,0.377,1.1
alnus,0,0,10.0,0.8168000000000001,1.0
Ash,0,0,13.0,0.8795999999999999,4.0
Ash,0,0,12.0,0.7854000000000001,5.0
Birch,0,0,19.0,1.63,5.0
Ash,0,0,12.0,0.9111,4.0
pinus,0,0,8.0,0.8795999999999999,1.0
Ash,0,0,10.0,0.8795999999999999,4.0
Maple,0,0,12.0,1.1938,5.0
Willow,0,0,12.0,1.508,2.0
Maple,0,0,9.0,1.4137,6.0
picea,0,0,4.0,0.5655,1.0
picea,0,0,5.0,0.8795999999999999,1.0
abies,0,0,5.0,0.5027,2.5
Maple,0,0,16.0,1.4765,7.0
Maple,0,0,16.0,1.4137,7.0
Maple,0,0,9.0,0.8482,5.0
Maple,0,0,16.0,1.4765,6.0
Cherry,0,0,5.0,0.4084,1.0
Maple,0,0,16.0,1.4137,7.0
Maple,0,0,15.0,1.4137,6.0
Maple,0,0,16.0,1.508,7.0
Maple,0,0,15.0,1.6022,9.0
Willow,0,0,10.0,1.3,3.1500000000000004
Maple,0,0,10.0,1.0681,5.0
Maple,0,0,15.0,1.508,6.0
Maple,0,0,8.0,1.0681,4.0
corylus,1,0,7.0,0.5969,4.0
Maple,0,0,8.0,1.8221,4.0
Maple,0,0,16.0,1.8221,7.0
Maple,0,0,9.0,0.5341,2.0
Willow,0,0,7.0,1.3509,1.0
Maple,0,0,15.0,1.4765,7.0
Maple,0,0,14.0,1.4765,6.0
Maple,0,0,10.0,1.0053,4.0
Maple,0,0,10.0,1.4137,5.0
Maple,0,0,9.0,0.7854000000000001,5.0
Lime,1,0,23.0,2.19,3.0
Maple,0,0,11.0,0.5027,3.0
Oak,0,0,7.0,0.3142,1.0
ulmus,0,0,6.0,0.18,1.0
Maple,0,0,9.0,0.75,5.0
Maple,0,0,10.0,0.6597,5.0
Lime,1,0,18.0,2.419,5.5
Rowan,0,0,6.0,0.41,3.0
Ash,0,0,6.0,0.18,1.0
thuja,0,0,8.0,0.7226,4.0
thuja,0,0,10.0,0.6912,2.0
thuja,0,0,9.0,0.8168000000000001,4.0
crataegus,0,0,6.0,0.4397999999999999,5.0
Cherry,0,0,8.0,0.5027,4.0
Cherry,0,0,6.0,0.5969,4.0
Lime,0,0,12.0,1.1624,1.0
thuja,0,0,9.0,0.9111,2.0
Cherry,0,0,3.0,0.6283,4.0
carpinus,0,0,6.0,0.754,1.5
pyrus,0,0,6.0,0.18,1.0
Maple,1,0,6.0,0.18,1.0
picea,0,0,12.0,0.9739,1.0
Lime,0,0,4.0,0.2,1.0
Oak,0,0,6.0,0.2,2.0
Lime,0,0,13.0,1.3509,3.0
Oak,0,0,15.0,3.24,2.0
picea,0,0,9.0,0.7854000000000001,1.0
Ash,0,0,13.0,0.86,2.0
Willow,0,0,17.0,1.4450999999999998,2.0
Willow,0,0,12.0,1.83,2.0
gleditsia,0,0,5.0,0.2512999999999999,1.8
alnus,0,0,6.0,0.18,1.0
pyrus,0,0,6.0,0.18,1.0
crataegus,0,0,5.0,0.18,1.0
Maple,0,0,8.0,0.9111,6.0
Maple,0,0,8.0,0.6912,6.0
Birch,0,0,23.0,1.0053,5.0
Cherry,0,0,6.0,0.3142,1.0
Cherry,1,0,4.0,0.377,3.5
picea,0,0,7.0,0.5027,4.0
ulmus,0,0,6.0,0.2,1.0
pyrus,0,0,6.0,0.18,1.0
Maple,1,0,6.0,0.5341,5.0
picea,0,0,8.0,0.7854000000000001,4.0
Lime,0,0,4.0,0.2,1.0
Maple,0,0,6.0,0.5655,1.0
Maple,1,0,7.0,0.5027,5.0
Ash,0,0,16.0,1.3195,10.0
Lime,0,0,13.0,1.42,3.0
Birch,0,0,11.0,0.8482,4.0
Poplar,0,0,9.0,0.46,3.0
Birch,0,0,12.0,0.8795999999999999,4.0
ulmus,0,0,6.0,0.18,1.0
Willow,0,0,9.0,1.508,2.0
Maple,0,0,6.5,0.3456,2.0
Lime,0,0,5.0,0.18,1.0
Lime,1,0,10.0,1.48,3.0
Lime,1,0,8.0,0.6283,3.0
picea,0,0,8.0,0.7226,1.0
Beech,0,0,3.0,0.377,2.0
malus,0,0,1.5,0.4,1.0
ulmus,0,0,6.0,0.2,1.0
Lime,0,0,5.0,0.2512999999999999,2.0
Birch,0,0,16.0,0.9425,6.0
Oak,0,0,20.0,1.508,2.0
carpinus,0,0,8.0,0.377,1.1
Cherry,0,0,4.0,0.6912,4.0
Birch,0,0,14.0,0.9425,5.5
Maple,0,0,12.0,0.7854000000000001,7.0
aesculus,0,0,6.0,0.3142,1.0
Lime,0,0,8.0,0.8795999999999999,3.0
Maple,1,0,8.0,0.377,3.0
Lime,1,0,24.0,3.0788,3.0
Maple,0,0,8.0,0.6283,5.0
Oak,0,0,20.0,2.0106,2.0
Birch,0,0,4.0,0.7226,3.0
Birch,0,0,14.0,1.3195,3.0
malus,0,0,6.0,0.6283,6.0
Maple,0,0,13.0,0.9425,4.0
pinus,0,0,18.0,0.9896,1.0
Maple,0,0,8.0,0.5341,3.0
Cherry,0,0,4.0,1.0681,4.0
Birch,0,0,13.0,1.0053,5.0
abies,0,0,5.0,0.377,2.0
juniperus,0,0,4.0,0.5655,5.0
alnus,0,0,16.0,0.8795999999999999,1.0
Ash,0,0,11.0,1.15,10.0
Willow,0,0,6.0,0.4397999999999999,2.0
Maple,0,0,17.0,1.665,1.5
Maple,0,0,5.0,0.5969,1.0
Willow,0,0,6.0,0.7854000000000001,2.0
Cherry,0,0,6.0,0.7854000000000001,3.0
Lime,0,0,5.0,0.18,1.0
Lime,0,0,12.0,1.8,3.0
Cherry,0,0,5.0,0.6912,3.0
Cherry,0,0,5.0,0.6912,3.5
Cherry,0,0,4.0,0.6912,2.0
Lime,1,0,5.3,0.3456,1.7
Birch,0,0,16.0,1.45,5.5
Cherry,0,0,5.0,1.3509,1.0
Cherry,0,0,4.0,0.8168000000000001,1.0
Willow,0,0,8.0,0.9111,2.0
Willow,0,0,15.0,0.95,2.0
crataegus,0,0,5.0,0.377,2.0
alnus,0,0,13.0,1.0053,1.0
alnus,0,0,13.0,0.6597,1.0
Maple,0,0,9.0,0.6912,6.0
alnus,0,0,14.0,0.8482,1.0
alnus,0,0,12.0,0.8168000000000001,1.0
Lime,0,0,10.0,0.6283,7.0
alnus,0,0,12.0,0.9739,1.0
crataegus,0,0,5.0,0.9739,3.0
Cherry,0,0,5.0,0.4711999999999999,1.0
Willow,0,0,14.0,0.9739,2.0
Willow,0,0,15.0,1.1624,2.0
alnus,0,0,11.0,0.5027,2.0
malus,0,0,1.5,0.4,1.0
Birch,0,0,6.0,0.3456,1.5
Oak,0,0,10.0,0.5655,2.0
Willow,0,0,7.0,1.2566,2.0
Cherry,0,0,4.0,0.7226,3.0
robinia,0,0,17.0,1.3195,1.0
robinia,0,0,17.0,1.8221,1.0
robinia,0,0,17.0,1.1938,1.0
Maple,0,0,16.0,0.7226,3.0
Birch,0,0,20.0,0.754,5.0
alnus,0,0,10.0,0.7854000000000001,1.0
Maple,0,0,11.0,0.73,10.0
alnus,0,0,12.0,0.6597,1.0
alnus,0,0,10.0,0.8795999999999999,1.0
Birch,0,0,14.0,1.0996,5.0
Maple,0,0,12.0,1.0996,3.0
Maple,0,0,15.0,0.6912,3.0
Maple,0,0,18.0,3.5186,1.5
ostrya,0,0,5.0,0.18,1.0
Cherry,1,0,6.5,0.5027,5.0
Lime,1,0,16.0,1.7907,3.0
Rowan,0,0,7.0,0.5969,4.0
Cherry,0,0,4.5,0.377,1.0
Rowan,0,0,6.0,0.8168000000000001,5.0
Maple,0,0,15.0,0.75,6.0
Birch,0,0,14.0,0.9111,7.0
Lime,1,0,12.0,1.72,8.8
Lime,0,0,5.0,0.2198999999999999,1.1
pinus,0,0,24.0,1.4450999999999998,1.0
Lime,1,0,8.0,0.9111,3.0
Willow,0,0,12.0,2.1363,3.1500000000000004
Rowan,0,0,6.0,0.377,2.5
Poplar,0,0,27.0,2.042,2.9
Beech,0,0,6.0,0.31,2.0
Oak,0,0,19.0,2.42,2.0
Lime,0,0,5.0,0.18,1.0
Poplar,0,0,29.0,1.3195,2.9
Poplar,0,0,19.0,1.3509,2.9
Lime,1,0,9.0,0.5655,5.0
Poplar,0,0,28.0,1.2252,2.9
Poplar,0,0,11.0,0.49,3.0
Poplar,0,0,18.0,1.1938,2.9
malus,0,0,1.5,0.4,1.0
Maple,0,0,4.0,0.377,1.7
Lime,0,0,5.0,0.8168000000000001,3.0
juglans,0,0,5.0,0.18,1.0
Lime,1,0,10.65,1.0,1.0
Lime,0,0,4.0,0.18,1.0
Lime,1,0,7.0,0.5655,3.0
Lime,0,0,5.0,0.18,1.0
Poplar,0,0,26.0,1.4450999999999998,2.9
Poplar,0,0,29.0,1.4765,2.9
Poplar,0,0,29.0,2.4504,2.9
Birch,0,0,17.0,1.0053,4.0
Birch,0,0,16.0,1.0681,4.0
Poplar,0,0,25.0,2.1363,2.9
Poplar,0,0,25.0,1.9792,2.9
Maple,0,0,10.0,0.5655,6.0
Lime,0,0,13.0,2.042,7.0
Willow,0,0,8.0,0.4084,2.0
Willow,0,0,13.0,0.7226,2.5
Birch,0,0,12.0,0.8,5.0
Poplar,0,0,23.0,1.1938,3.0
Poplar,0,0,23.0,1.1624,3.0
Willow,0,0,13.0,1.0053,2.0
Willow,0,0,2.0,1.3195,2.0
Birch,0,0,5.0,0.8168000000000001,3.0
Maple,0,0,4.0,0.4,4.0
castanea,0,0,6.0,0.18,1.0
Birch,0,0,13.0,0.7226,4.0
Birch,0,0,13.0,0.7226,5.0
larix,0,0,8.0,0.4397999999999999,1.0
Maple,0,0,4.0,0.3456,3.0
Birch,0,0,15.0,1.0053,4.0
Birch,0,0,14.0,1.0053,3.0
Birch,0,0,10.0,0.6912,2.5
larix,0,0,7.0,0.5969,1.0
Birch,0,0,18.0,1.1624,5.0
corylus,1,0,7.0,0.5969,4.0
Birch,0,0,8.0,0.8482,3.5
Birch,0,0,8.0,0.8482,3.5
Birch,0,0,8.0,0.8482,3.5
Birch,0,0,14.0,1.1938,4.0
Birch,0,0,14.0,1.1938,4.0
Birch,0,0,21.0,1.4450999999999998,7.0
Birch,0,0,7.0,0.754,2.0
Birch,0,0,8.0,0.6283,4.0
Birch,0,0,8.0,0.7854000000000001,3.0
Poplar,0,0,15.0,0.8168000000000001,1.5
Poplar,0,0,17.0,1.508,1.5
Poplar,0,0,9.0,0.6912,1.5
Poplar,0,0,16.0,1.131,1.5
Poplar,0,0,16.0,1.2881,1.5
Poplar,0,0,14.0,1.131,1.5
Poplar,0,0,16.0,0.9111,1.5
Poplar,0,0,17.0,1.0053,1.5
Poplar,0,0,17.0,1.3509,1.5
Birch,0,0,6.0,0.5969,2.5
Birch,0,0,10.0,0.7226,2.5
Birch,0,0,8.0,0.8795999999999999,4.0
Birch,0,0,8.0,0.6283,3.0
Birch,0,0,14.0,1.0996,5.0
Birch,0,0,13.0,0.9425,3.5
Poplar,0,0,17.0,1.8221,1.5
Poplar,0,0,17.0,1.4765,1.5
Birch,0,0,7.0,0.8168000000000001,3.5
Birch,0,0,14.0,0.9111,4.0
Birch,0,0,13.0,0.6597,4.0
Birch,0,0,15.0,1.1624,7.0
Birch,0,0,17.0,0.9739,7.0
Birch,0,0,16.0,0.8795999999999999,4.0
Birch,0,0,11.0,0.6912,6.0
Poplar,0,0,18.0,1.6022,1.5
Poplar,0,0,18.0,1.6022,1.5
Poplar,0,0,18.0,1.9164,1.5
